app_date,cred_score,device_cost,down_payment,payment_type,borrower_age,delinquency_90_days
2022-01-29,690,973.95,186.68,Credit,29,Performing/paid off
2021-10-05,775,1143.16,268.09,Credit,43,Performing/paid off
2021-07-01,675,900.71,98.99,Cash,29,Performing/paid off
2021-04-22,724,996.78,0.0,Credit,57,90+ delinquent/default
2020-07-21,736,818.65,231.2,Bank transfer,30,Performing/paid off
2021-06-03,594,832.37,59.27,Credit,44,90+ delinquent/default
2022-08-12,662,1017.34,76.93,Credit,37,Performing/paid off
2020-12-22,704,801.08,129.95,Cash,28,Performing/paid off
2020-04-27,566,916.26,0.0,Credit,31,Performing/paid off
2021-09-29,693,852.02,258.5,Cash,39,Performing/paid off
2023-08-15,850,878.16,65.27,Credit,31,Performing/paid off
2020-10-27,568,897.52,166.09,Cash,19,Performing/paid off
2021-11-03,584,612.52,198.92,Credit,44,Performing/paid off
2025-08-09,698,1094.88,228.0,Credit,18,Performing/paid off
2024-02-24,634,790.92,180.62,Cash,58,90+ delinquent/default
2024-01-16,740,1138.8,279.39,Credit,23,Performing/paid off
2024-04-13,726,916.51,125.51,Credit,26,Performing/paid off
2024-04-18,689,833.0,221.83,Cash,35,Performing/paid off
2023-02-16,708,743.29,83.49,Cash,48,Performing/paid off
2024-06-05,688,1303.65,276.35,Cash,32,90+ delinquent/default
2024-11-18,609,1026.0,84.18,Credit,26,Performing/paid off
2021-05-22,658,745.55,33.77,Credit,36,Performing/paid off
2021-06-18,714,796.79,164.14,Cash,27,90+ delinquent/default
2020-06-23,659,570.33,53.27,Credit,21,Performing/paid off
2023-01-01,642,873.97,180.4,Cash,36,90+ delinquent/default
2025-08-09,850,1062.73,434.87,Cash,44,Performing/paid off
2023-01-16,669,714.17,122.43,Cash,29,Performing/paid off
2023-01-06,726,1107.3,168.43,Cash,37,Performing/paid off
2022-08-02,680,686.59,42.09,Cash,31,Performing/paid off
2021-03-26,600,967.54,146.81,Bank transfer,48,Performing/paid off
2020-04-17,784,986.05,215.27,Credit,41,Performing/paid off
2020-09-02,652,573.83,97.9,Credit,50,Performing/paid off
2021-03-24,620,977.08,120.66,Credit,27,Performing/paid off
2021-09-14,786,1228.04,211.77,Cash,43,Performing/paid off
2023-01-15,663,1127.64,250.71,Cash,58,Performing/paid off
2020-09-24,675,841.67,120.75,Credit,34,Performing/paid off
2022-05-15,700,923.09,68.94,Cash,31,Performing/paid off
2021-08-23,665,1054.83,60.65,Credit,24,Performing/paid off
2024-03-27,622,1170.77,9.33,Credit,50,90+ delinquent/default
2024-12-18,721,1097.15,141.54,Cash,25,Performing/paid off
2024-05-11,743,821.03,264.33,Credit,29,Performing/paid off
2023-07-02,804,878.3,287.89,Credit,41,Performing/paid off
2023-08-14,468,1072.41,0.0,Cash,27,90+ delinquent/default
2022-02-04,684,728.18,197.11,Credit,19,90+ delinquent/default
2021-02-03,534,663.62,82.29,Bank transfer,30,Performing/paid off
2021-01-19,637,904.71,164.91,Credit,46,Performing/paid off
2022-06-03,687,774.09,186.33,Credit,18,Performing/paid off
2020-03-13,764,1005.93,216.72,Credit,39,90+ delinquent/default
2022-06-15,695,983.43,225.52,Cash,32,Performing/paid off
2024-05-01,659,944.72,134.37,Credit,34,90+ delinquent/default
2023-09-15,686,766.67,149.45,Cash,18,Performing/paid off
2022-05-17,695,921.48,13.9,Cash,39,Performing/paid off
2021-03-09,680,753.17,210.27,Credit,27,90+ delinquent/default
2023-10-01,720,1120.19,249.77,Credit,37,Performing/paid off
2020-11-15,680,706.3,160.88,Credit,30,90+ delinquent/default
2022-10-09,722,982.85,145.81,Credit,37,Performing/paid off
2025-02-04,585,1109.45,0.0,Credit,23,Performing/paid off
2023-02-17,680,721.72,223.07,Credit,27,90+ delinquent/default
2024-08-11,664,850.51,126.46,Credit,36,Performing/paid off
2025-05-04,692,934.07,190.36,Credit,44,Performing/paid off
2024-06-08,634,1343.12,117.04,Credit,57,Performing/paid off
2020-09-24,629,914.41,188.92,Cash,32,Performing/paid off
2020-10-02,619,841.59,208.61,Cash,43,Performing/paid off
2022-09-02,738,891.9,194.23,Credit,31,Performing/paid off
2021-02-23,568,998.57,105.33,Credit,37,90+ delinquent/default
2022-07-08,709,1038.05,258.33,Cash,19,Performing/paid off
2021-07-02,643,937.31,40.64,Cash,19,Performing/paid off
2023-04-13,805,1046.13,188.63,Credit,33,Performing/paid off
2023-01-28,716,824.01,173.53,Credit,29,Performing/paid off
2020-11-17,650,790.58,16.82,Credit,24,Performing/paid off
2024-04-30,700,831.49,158.78,Credit,34,Performing/paid off
2024-09-26,746,942.4,90.89,Credit,18,Performing/paid off
2025-07-03,653,1161.5,139.98,Credit,46,Performing/paid off
2023-11-19,600,1032.99,185.13,Credit,33,Performing/paid off
2024-05-25,608,900.98,47.89,Credit,51,Performing/paid off
2024-06-18,541,802.88,135.35,Bank transfer,40,Performing/paid off
2024-07-31,616,1093.16,148.71,Credit,18,Performing/paid off
2022-09-11,671,809.21,81.28,Credit,34,Performing/paid off
2021-05-03,654,757.14,100.02,Cash,39,Performing/paid off
2025-04-11,553,1272.38,0.0,Credit,21,Performing/paid off
2024-08-17,675,1142.42,0.0,Bank transfer,22,90+ delinquent/default
2025-05-14,552,832.58,68.43,Cash,38,Performing/paid off
2021-02-15,718,803.91,84.4,Credit,23,Performing/paid off
2022-02-25,850,930.16,331.82,Cash,26,90+ delinquent/default
2025-05-27,712,1151.8,158.7,Cash,25,Performing/paid off
2023-04-19,574,1019.78,24.88,Credit,49,Performing/paid off
2020-01-13,717,785.75,70.23,Credit,48,Performing/paid off
2025-02-28,660,849.78,0.0,Cash,51,Performing/paid off
2022-01-03,703,766.65,136.04,Cash,39,90+ delinquent/default
2023-08-05,577,1075.9,151.45,Cash,41,90+ delinquent/default
2022-07-14,637,960.61,1.6,Bank transfer,32,90+ delinquent/default
2024-08-25,726,1002.22,118.63,Credit,36,90+ delinquent/default
2020-07-13,701,832.93,64.74,Cash,33,Performing/paid off
2022-10-21,646,978.54,116.6,Credit,36,90+ delinquent/default
2025-06-15,623,763.01,97.39,Credit,40,Performing/paid off
2024-08-19,569,1144.27,124.33,Credit,38,90+ delinquent/default
2020-05-06,648,613.18,99.82,Credit,43,90+ delinquent/default
2022-03-10,600,996.3,187.29,Cash,34,Performing/paid off
2024-01-26,640,803.57,94.94,Cash,40,Performing/paid off
2020-10-29,612,899.99,83.19,Credit,31,90+ delinquent/default
2023-08-25,733,793.39,235.85,Credit,25,Performing/paid off
2022-03-05,824,778.8,259.61,Cash,40,Performing/paid off
2025-02-04,637,1089.89,161.94,Credit,37,Performing/paid off
2020-02-10,744,602.83,205.09,Credit,18,Performing/paid off
2023-01-05,714,739.49,113.75,Cash,36,Performing/paid off
2022-04-14,697,1056.42,261.61,Cash,20,Performing/paid off
2025-08-04,850,1210.32,235.68,Cash,46,Performing/paid off
2022-05-23,749,800.57,182.36,Bank transfer,25,Performing/paid off
2024-10-14,561,1055.65,0.0,Cash,41,Performing/paid off
2021-05-23,630,703.59,108.68,Credit,34,Performing/paid off
2024-06-24,700,1017.11,83.32,Cash,36,Performing/paid off
2021-09-23,639,905.41,123.7,Credit,23,90+ delinquent/default
2025-09-19,641,1150.18,179.45,Credit,33,Performing/paid off
2021-11-30,536,794.16,56.42,Cash,40,90+ delinquent/default
2023-02-05,774,931.12,317.5,Credit,35,Performing/paid off
2023-02-16,626,713.78,183.08,Bank transfer,24,Performing/paid off
2023-09-15,715,935.94,126.81,Credit,18,Performing/paid off
2024-11-15,693,935.89,249.57,Credit,31,Performing/paid off
2024-02-13,651,1223.26,151.24,Credit,24,Performing/paid off
2020-06-12,764,960.41,226.75,Cash,32,Performing/paid off
2023-03-28,795,695.22,109.59,Credit,29,Performing/paid off
2024-09-27,656,926.83,67.91,Credit,39,Performing/paid off
2021-07-20,606,1101.02,59.42,Credit,52,Performing/paid off
2024-06-26,695,1019.69,305.05,Credit,32,Performing/paid off
2020-01-11,695,991.71,248.63,Credit,46,Performing/paid off
2021-08-23,645,861.87,190.46,Cash,45,Performing/paid off
2021-05-10,663,836.62,136.11,Cash,19,Performing/paid off
2021-08-09,652,724.92,150.21,Cash,44,Performing/paid off
2024-04-28,654,1038.81,131.07,Cash,37,90+ delinquent/default
2021-01-25,797,396.04,187.84,Credit,33,Performing/paid off
2021-04-24,649,692.56,113.37,Bank transfer,39,Performing/paid off
2024-08-12,740,768.48,124.34,Credit,50,Performing/paid off
2025-09-09,709,1189.38,97.24,Credit,51,Performing/paid off
2020-03-24,727,737.85,108.9,Credit,29,Performing/paid off
2021-01-04,647,620.29,102.37,Cash,46,Performing/paid off
2023-09-10,670,1143.34,184.49,Credit,55,Performing/paid off
2022-10-21,607,931.97,19.28,Bank transfer,27,Performing/paid off
2023-10-02,645,1027.42,154.96,Cash,36,Performing/paid off
2020-12-13,850,839.92,235.0,Credit,42,Performing/paid off
2022-06-23,792,998.52,225.58,Credit,36,Performing/paid off
2023-10-25,675,974.88,69.27,Cash,42,90+ delinquent/default
2024-11-16,649,1138.89,131.54,Credit,18,90+ delinquent/default
2025-07-21,715,1104.15,256.5,Cash,31,Performing/paid off
2025-04-14,820,1054.29,407.92,Cash,37,Performing/paid off
2024-08-04,747,1123.57,140.03,Credit,49,Performing/paid off
2022-03-12,732,818.77,127.53,Credit,18,Performing/paid off
2025-07-01,666,1118.54,330.3,Cash,27,Performing/paid off
2022-06-30,640,721.62,60.72,Credit,32,90+ delinquent/default
2024-12-19,751,920.84,189.29,Credit,40,Performing/paid off
2025-04-02,832,1040.99,385.72,Credit,34,Performing/paid off
2020-06-14,549,900.29,52.9,Credit,56,Performing/paid off
2022-06-07,746,724.47,136.4,Credit,18,Performing/paid off
2022-10-23,700,1032.42,205.83,Credit,46,Performing/paid off
2020-07-07,657,747.52,166.52,Bank transfer,39,90+ delinquent/default
2020-09-25,744,804.22,229.39,Credit,24,90+ delinquent/default
2022-07-15,647,942.1,168.29,Credit,18,Performing/paid off
2024-09-03,760,1024.89,115.19,Cash,31,Performing/paid off
2024-03-07,626,985.58,1.23,Credit,50,90+ delinquent/default
2024-03-22,512,1284.36,52.58,Credit,37,Performing/paid off
2020-06-09,708,947.76,86.52,Credit,35,Performing/paid off
2022-07-23,686,1005.45,80.59,Cash,38,Performing/paid off
2022-04-18,593,873.64,116.88,Credit,24,Performing/paid off
2020-02-05,520,835.71,40.39,Cash,38,90+ delinquent/default
2024-07-09,573,1061.29,115.01,Credit,47,Performing/paid off
2022-08-20,739,866.43,151.54,Credit,34,Performing/paid off
2022-12-29,683,1167.08,170.9,Credit,36,Performing/paid off
2024-11-19,459,832.44,15.79,Credit,31,90+ delinquent/default
2024-11-19,754,853.11,226.99,Cash,18,Performing/paid off
2021-07-26,579,923.1,99.61,Cash,18,Performing/paid off
2023-06-11,581,1191.19,41.0,Bank transfer,18,90+ delinquent/default
2021-09-07,606,1000.23,13.62,Credit,33,Performing/paid off
2020-04-20,672,608.15,104.15,Cash,52,Performing/paid off
2022-01-21,652,663.69,137.47,Cash,33,Performing/paid off
2023-12-15,739,821.41,305.64,Credit,18,Performing/paid off
2021-06-07,614,889.03,47.84,Credit,28,Performing/paid off
2020-10-26,685,874.39,199.2,Credit,41,90+ delinquent/default
2022-02-16,611,872.45,33.42,Cash,54,Performing/paid off
2022-10-04,737,816.74,297.53,Bank transfer,33,Performing/paid off
2023-11-17,675,1038.11,113.57,Cash,40,Performing/paid off
2024-09-01,763,1084.78,109.74,Cash,40,Performing/paid off
2021-01-03,724,804.24,108.44,Credit,35,Performing/paid off
2024-02-17,677,1106.84,305.52,Cash,32,Performing/paid off
2024-02-14,705,1248.42,91.89,Credit,34,Performing/paid off
2021-02-14,658,1211.5,148.84,Credit,19,Performing/paid off
2021-10-22,626,964.09,105.65,Cash,18,Performing/paid off
2021-10-03,744,1012.44,186.17,Credit,33,90+ delinquent/default
2020-05-25,731,1029.97,220.21,Credit,44,Performing/paid off
2023-07-11,718,829.64,222.64,Cash,27,Performing/paid off
2021-12-08,584,763.58,167.5,Cash,33,Performing/paid off
2023-12-15,667,1043.46,113.82,Credit,50,Performing/paid off
2025-06-26,626,1256.68,17.76,Credit,41,90+ delinquent/default
2025-07-13,571,987.03,53.52,Cash,18,Performing/paid off
2021-09-08,563,916.17,63.05,Cash,40,Performing/paid off
2023-10-26,523,1049.63,148.59,Cash,41,Performing/paid off
2025-09-23,795,1074.31,292.43,Bank transfer,50,Performing/paid off
2020-08-11,618,944.39,38.21,Credit,42,Performing/paid off
2025-08-17,761,1128.81,269.27,Credit,54,Performing/paid off
2021-04-26,551,690.59,0.0,Cash,48,Performing/paid off
2022-03-03,678,712.92,156.75,Cash,32,Performing/paid off
2021-04-22,637,852.71,71.34,Cash,36,Performing/paid off
2021-12-21,710,746.2,90.83,Credit,29,Performing/paid off
2024-09-02,803,1245.73,428.35,Credit,45,Performing/paid off
2021-11-18,660,785.35,57.73,Bank transfer,30,Performing/paid off
2020-08-03,789,1118.05,215.49,Credit,32,Performing/paid off
2022-04-20,584,1003.39,135.07,Cash,38,Performing/paid off
2024-02-06,654,1101.21,137.63,Credit,24,Performing/paid off
2020-02-29,630,955.0,51.92,Cash,25,90+ delinquent/default
2023-06-14,622,927.99,136.58,Cash,27,Performing/paid off
2021-12-14,592,862.13,181.47,Credit,18,Performing/paid off
2020-11-26,590,906.73,83.14,Cash,37,Performing/paid off
2025-08-17,690,1099.18,87.7,Credit,43,Performing/paid off
2020-10-23,587,601.4,166.74,Cash,38,Performing/paid off
2023-02-03,688,988.31,132.43,Credit,34,Performing/paid off
2021-09-04,683,914.96,62.81,Credit,27,Performing/paid off
2023-08-05,581,775.95,0.0,Credit,29,Performing/paid off
2021-04-02,666,969.17,142.14,Cash,41,Performing/paid off
2022-03-08,659,839.46,115.51,Credit,34,Performing/paid off
2020-11-16,757,996.04,212.61,Bank transfer,35,90+ delinquent/default
2023-04-15,633,843.66,140.71,Credit,24,90+ delinquent/default
2023-04-06,655,1151.37,4.78,Cash,33,90+ delinquent/default
2023-12-19,653,1004.83,49.03,Cash,36,Performing/paid off
2024-01-17,737,1141.62,219.35,Credit,44,Performing/paid off
2021-02-21,673,900.23,133.27,Cash,30,Performing/paid off
2020-09-19,601,1007.73,34.05,Credit,26,90+ delinquent/default
2022-06-27,566,862.6,196.89,Bank transfer,41,90+ delinquent/default
2024-04-17,707,1099.04,165.89,Bank transfer,49,Performing/paid off
2022-03-23,754,791.97,275.31,Credit,28,Performing/paid off
2023-07-02,685,798.19,1.23,Credit,49,Performing/paid off
2020-02-03,803,819.65,214.76,Cash,39,Performing/paid off
2022-05-07,679,913.28,148.0,Cash,34,Performing/paid off
2023-01-23,745,954.6,165.94,Credit,31,Performing/paid off
2024-05-08,566,862.62,0.0,Credit,31,Performing/paid off
2025-04-19,771,1163.04,188.51,Bank transfer,18,Performing/paid off
2021-06-24,697,967.44,186.28,Bank transfer,34,Performing/paid off
2020-09-22,837,739.43,214.77,Credit,37,Performing/paid off
2025-02-23,654,943.57,142.04,Cash,18,Performing/paid off
2020-12-30,836,1106.48,301.81,Cash,44,90+ delinquent/default
2021-02-04,744,802.88,26.39,Credit,30,Performing/paid off
2023-04-15,651,1075.32,78.36,Cash,18,Performing/paid off
2024-02-14,772,1002.85,257.12,Credit,53,Performing/paid off
2025-05-07,692,1364.53,294.68,Cash,39,Performing/paid off
2024-11-16,522,1188.24,7.01,Cash,40,Performing/paid off
2024-09-24,690,999.09,101.3,Credit,18,Performing/paid off
2022-02-04,603,949.41,49.36,Credit,30,Performing/paid off
2020-07-02,664,755.24,213.65,Cash,51,90+ delinquent/default
2023-08-25,585,1229.37,96.06,Cash,19,Performing/paid off
2022-08-06,575,887.78,11.18,Bank transfer,48,Performing/paid off
2021-06-08,714,1050.69,165.19,Credit,24,90+ delinquent/default
2023-05-17,549,802.5,111.87,Cash,19,Performing/paid off
2020-07-10,592,606.72,0.0,Cash,32,Performing/paid off
2021-02-28,512,958.73,22.05,Credit,22,90+ delinquent/default
2022-10-02,612,917.21,32.99,Cash,40,Performing/paid off
2024-01-20,793,1299.74,345.55,Credit,26,Performing/paid off
2022-09-20,687,897.57,81.02,Credit,42,Performing/paid off
2022-04-03,752,953.88,155.26,Bank transfer,36,Performing/paid off
2022-07-23,636,892.92,82.31,Credit,37,90+ delinquent/default
2022-11-08,573,907.16,16.71,Cash,40,Performing/paid off
2022-01-14,763,1172.71,345.14,Credit,38,Performing/paid off
2020-08-16,803,929.87,209.81,Credit,34,90+ delinquent/default
2025-08-28,539,1070.31,92.86,Cash,46,Performing/paid off
2020-08-17,610,1116.92,49.0,Credit,39,90+ delinquent/default
2023-04-17,788,995.15,291.35,Bank transfer,21,Performing/paid off
2025-06-12,754,1061.47,323.11,Cash,21,Performing/paid off
2020-08-25,711,1129.0,129.88,Cash,22,Performing/paid off
2021-04-23,703,1175.44,302.35,Cash,46,Performing/paid off
2023-10-15,723,1077.84,325.13,Credit,46,Performing/paid off
2022-12-17,666,941.29,165.43,Cash,37,Performing/paid off
2022-12-26,687,840.81,98.94,Cash,27,90+ delinquent/default
2024-06-05,717,788.92,229.11,Cash,37,90+ delinquent/default
2021-10-02,809,870.14,189.37,Credit,29,Performing/paid off
2021-03-24,716,1143.6,288.87,Cash,28,90+ delinquent/default
2025-03-26,670,950.45,240.42,Cash,48,Performing/paid off
2022-12-22,556,1029.83,70.11,Cash,32,90+ delinquent/default
2023-11-09,697,1218.59,183.81,Cash,49,Performing/paid off
2021-03-29,644,526.35,127.77,Credit,50,Performing/paid off
2022-05-07,697,939.61,205.84,Cash,35,Performing/paid off
2024-04-14,618,1128.0,134.48,Credit,29,Performing/paid off
2020-09-11,674,413.85,147.6,Cash,67,90+ delinquent/default
2021-01-16,797,797.4,50.11,Credit,54,Performing/paid off
2024-07-15,693,1015.31,186.32,Cash,39,Performing/paid off
2022-04-27,611,863.22,17.6,Credit,48,90+ delinquent/default
2022-08-10,729,841.86,227.8,Bank transfer,18,Performing/paid off
2023-02-27,691,1067.88,137.57,Credit,52,Performing/paid off
2022-06-09,587,984.18,98.69,Credit,37,Performing/paid off
2022-01-26,693,1148.1,276.81,Bank transfer,38,Performing/paid off
2022-10-15,675,1021.28,43.4,Credit,43,Performing/paid off
2021-09-25,634,857.53,33.13,Credit,32,Performing/paid off
2022-06-05,662,718.62,61.52,Cash,59,90+ delinquent/default
2021-11-11,714,917.6,247.76,Credit,37,Performing/paid off
2020-07-11,804,710.71,219.93,Bank transfer,46,Performing/paid off
2025-03-01,659,1135.8,10.59,Credit,45,Performing/paid off
2024-07-24,716,905.96,281.47,Credit,29,Performing/paid off
2023-06-15,729,740.54,203.25,Credit,36,Performing/paid off
2023-05-22,543,1025.05,44.97,Cash,27,90+ delinquent/default
2022-11-15,608,988.97,193.66,Credit,46,90+ delinquent/default
2023-06-07,530,1021.21,71.86,Credit,27,Performing/paid off
2020-11-29,627,650.81,0.0,Credit,36,90+ delinquent/default
2021-12-02,721,746.79,68.19,Bank transfer,25,Performing/paid off
2021-04-21,638,1114.58,26.95,Credit,31,90+ delinquent/default
2020-10-11,711,743.9,79.33,Cash,33,Performing/paid off
2022-03-16,621,910.89,144.04,Credit,35,Performing/paid off
2024-08-24,850,1221.55,349.45,Credit,46,Performing/paid off
2024-02-11,758,904.32,197.0,Cash,37,90+ delinquent/default
2025-04-30,698,1069.71,153.74,Cash,39,Performing/paid off
2021-05-25,768,1273.69,387.62,Cash,29,Performing/paid off
2023-01-20,717,1185.06,172.83,Credit,34,Performing/paid off
2022-11-12,762,1134.11,254.3,Credit,49,Performing/paid off
2025-02-13,634,1058.26,39.56,Credit,35,Performing/paid off
2025-08-11,640,743.05,71.87,Credit,34,Performing/paid off
2023-07-13,641,874.11,177.83,Cash,49,Performing/paid off
2022-12-13,532,828.0,93.36,Cash,41,Performing/paid off
2025-01-26,595,1056.81,42.99,Credit,32,90+ delinquent/default
2023-05-17,699,773.73,131.38,Credit,40,90+ delinquent/default
2022-01-02,718,967.13,226.73,Credit,32,Performing/paid off
2024-09-24,541,1085.78,0.0,Cash,25,Performing/paid off
2020-08-11,645,887.92,273.12,Credit,23,90+ delinquent/default
2020-09-11,691,782.39,249.69,Credit,37,Performing/paid off
2021-05-31,606,787.14,70.22,Cash,22,Performing/paid off
2020-04-25,560,1091.73,112.38,Cash,37,Performing/paid off
2025-09-21,784,1177.61,349.4,Cash,27,Performing/paid off
2024-08-18,740,1184.6,200.69,Cash,31,Performing/paid off
2024-06-22,664,989.77,100.64,Cash,43,Performing/paid off
2021-11-10,480,551.71,105.63,Bank transfer,46,90+ delinquent/default
2022-04-03,745,863.92,198.19,Credit,33,Performing/paid off
2025-07-13,598,1021.27,167.09,Cash,31,Performing/paid off
